aun,school_name,school_number
104372003,Lincoln JSHS,2675
104372003,North Side Primary School,8167
104372003,Perry Lower Intrmd Sch,8165
199025446,Environmental CS at Frick Park,8028
113362603,Akron El Sch,2564
113362603,Clay El Sch,2568
113362603,Ephrata Intermediate Sch,8458
113362603,Ephrata MS,6712
113362603,Ephrata SHS,6293
113362603,Fulton El Sch,2563
113362603,Highland El Sch,2570
105252602,Diehl Sch,2003
105252602,East MS,8419
105252602,Edison El Sch,2004
105252602,Erie HS,8417
105252602,Grover Cleveland El Sch,2001
105252602,Harding Sch,2009
105252602,Jefferson El Sch,2011
105252602,JoAnna Connell Sch,2021
105252602,Lincoln El Sch,2013
105252602,McKinley El Sch,2016
105252602,Northwest PA Collegiate Academy,7515
105252602,Perry El Sch,2018
105252602,Pfeiffer-Burleigh Sch,7035
105252602,Strong Vincent MS,8420
105252602,Woodrow Wilson MS,2025
105252807,Erie County Technical School,5045
105257512,Erie Rise Leadership Academy CS,8163
126513440,Esperanza Academy CS,7665
126511563,Esperanza Cyber CS,8216
126513100,Eugenio Maria DE Hostos CS,7564
108053003,Breezewood El Sch,735
108053003,Everett Area El Sch,7006
108053003,Everett Area HS,7897
108053003,Everett Area MS,7898
120450003,Evergreen Community CS,7866
121398065,Executive Education Academy CS,8325
114062003,Exeter Twp JHS,787
114062003,Exeter Twp SHS,788
114062003,Jacksonwald El Sch,6731
114062003,Lorane El Sch,786
114062003,Owatin Creek El Sch,783
114062003,Reiffton Sch,7755
112013054,Fairfield Area El Sch,6270
112013054,Fairfield Area HS,6269
112013054,Fairfield Area MS,7322
105253303,Fairview El Sch,7466
105253303,Fairview HS,6737
105253303,Fairview MS,2032
112282004,Fannett-Metal El Sch,6826
112282004,Fannett-Metal MS,7508
112282004,Fannett-Metal SHS,2201
104432503,Farrell Area ES/LMS,7119
104432503,Farrell Area HS/UMS,5248
101262507,Fayette County Career & Technical Instit,4842
119350001,Fell CS,7746
108112003,Ferndale Area JSHS,1225
108112003,Ferndale El Sch,1223
100510000,First Philadelphia Preparatory CS,7744
114062503,Andrew Maier El Sch,791
114062503,Fleetwood MS,6311
114062503,Fleetwood SHS,5023
114062503,Willow Creek El Sch,8057
126510021,Folk Arts-Cultural Treasures CS,7857
103023807,Forbes Road CTC,5016
111292304,Forbes Road El Sch,6840
111292304,Forbes Road JSHS,2246
106272003,East Forest El Sch,6160
106272003,East Forest JSHS,6159
106272003,West Forest El Sch,6701
106272003,West Forest JSHS,6161
119583003,Forest City Regional El Sch,6420
119583003,Forest City Regional HS,6419
108112203,Forest Hills El Sch,6899
108112203,Forest Hills JSHS,8382
101632403,Fort Cherry El Ctr,7187
101632403,Fort Cherry JSHS,4242
105253553,Fort LeBoeuf MS,5328
105253553,Fort LeBoeuf SHS,2037
105253553,Mill Village El Sch,5226
105253553,Robison El Sch,2036
105253553,Waterford El Sch,2035
103023912,Dorseyville MS,147
103023912,Fairview El Sch,149
103023912,Fox Chapel Area HS,156
103023912,Hartwood El Sch,6780
103023912,Kerr El Sch,153
103023912,OHara El Sch,461
106612203,Central El Sch,4667
106612203,Franklin Area JSHS,4106
106612203,Sandycreek El Sch,4101
106612203,Victory El Sch,6166
112282307,Franklin County CTC,5119
107652603,Franklin Regional Intermediate Sch,7163
107652603,Franklin Regional MS,7602
107652603,Franklin Regional Primary Sch,4357
107652603,Franklin Regional SHS,4360
147513703,Franklin Towne Charter Elementary School,8123
126513450,Franklin Towne CHS,7666
101262903,Frazier El Sch,6686
101262903,Frazier HS,2126
101262903,Frazier MS,7176
126518547,Frederick Douglass Mastery CS,8150
127042853,Freedom Area El Sch,8357
127042853,Freedom Area MS,8356
127042853,Freedom Area SHS,6563
128033053,Buffalo El Sch,591
128033053,Freeport Area MS,8346
128033053,Freeport Area SHS,594
128033053,South Buffalo El Sch,592
126513270,Freire CS,7586
111292507,Fulton County Center for Career and Tech,7192
109532804,Galeton Area Sch,6223
125234103,Bethel Springs El Sch,7714
125234103,Concord El Sch,6506
125234103,Garnet Valley El Sch,7486
125234103,Garnet Valley HS,1869
125234103,Garnet Valley MS,7313
103024102,Dr Cleveland Steward Jr El Sch,161
103024102,Evergreen El Sch,157
103024102,Gateway SHS,170
103024102,Moss Side MS,8489
103024102,Ramsey El Sch,5191
103024102,University Park El Sch,165
105253903,Edinboro El Sch,2038
105253903,General McLane HS,2040
105253903,James W Parker MS,5225
105253903,McKean El Sch,2039
112013753,Franklin Twp El Sch,8176
112013753,Gettysburg Area HS,6271
112013753,Gettysburg Area MS,10
112013753,James Gettys El Sch,5126
112013753,Lincoln El Sch,7592
197010542,Gettysburg Montessori CS,8147
129544907,Gillingham Charter School,8161
105254053,Elk Valley El Sch,2042
105254053,Girard HS,2043
105254053,Rice Avenue MS,6777
110173003,Glendale El Sch,6952
110173003,Glendale JSHS,5219
126513380,Global Leadership Academy CS,7639
126518004,Global Leadership Academy CS Southwest a,8390
114063003,Brecknock El Sch,793
114063003,Cumru El Sch,794
114063003,Governor Mifflin MS,801
114063003,Governor Mifflin SHS,802
114063003,Intermediate Sch,6794
114063003,Mifflin Park El Sch,8096
124153503,Charlestown El Sch,1368
124153503,General Wayne El Sch,7695
124153503,Great Valley HS,1424
124153503,Great Valley MS,1422
124153503,Kathryn D. Markley El Sch,6479
124153503,Sugartown El Sch,1461
108070607,Greater Altoona CTC,6193
108112607,Greater Johnstown CTC,5288
108112502,Greater Johnstown El Sch,8405
108112502,Greater Johnstown MS,1252
108112502,Greater Johnstown School District's Cybe,8314
108112502,Greater Johnstown SHS,1251
107653102,Baggaley El Sch,4379
107653102,Greater Latrobe JHS,6957
107653102,Greater Latrobe SHS,4845
107653102,Latrobe El Sch,4386
107653102,Mountain View El Sch,4380
118402603,GNA El Ctr,7768
118402603,Greater Nanticoke Area Ed Ctr,8430
118402603,Greater Nanticoke Area SHS,5242
118402603,Kennedy Early Childhood Center,8429
126510005,Green Woods CS,7748
112283003,Greencastle-Antrim El Sch,2202
112283003,Greencastle-Antrim MS,5117
112283003,Greencastle-Antrim Pri Sch,7427
112283003,Greencastle-Antrim SHS,2206
101302607,Greene County CTC,5282
107653203,Amos K Hutchinson El Sch,7329
107653203,Greensburg-Salem HS,4373
107653203,Greensburg-Salem MS,4372
107653203,Metzgar El Sch,5166
107653203,Nicely El Sch,5165
104432803,Greenville El Sch,8428
104432803,Greenville JSHS,3137
115503004,Greenwood El Sch,7062
115503004,Greenwood HS,6341
115503004,Greenwood MS,7468
104432903,Grove City Area George Jr El Sch,8409
104432903,Grove City Area George Jr HS,6125
104432903,Grove City Area George Jr MS,7316
104432903,Grove City Area HS,3145
104432903,Grove City Area MS,8202
104432903,Hillview El Sch,6844
115222504,Halifax Area El Sch,5038
115222504,Halifax Area HS,6330
115222504,Halifax Area MS,6331
114063503,Hamburg Area HS,808
114063503,Hamburg Area Middle School,7447
114063503,Perry El Sch,809
114063503,Tilden El Center,7992
103024603,Central El Sch,175
103024603,Hampton HS,5190
103024603,Hampton MS,179
103024603,Poff El Sch,178
103024603,Wyland El Sch,176
118403003,Hanover Area JSHS,2891
118403003,Hanover Area Memorial El Sch,7007
118403003,Hanover Green El Sch,8199
118403003,Lee Park El Sch,2888
118403003,Lyndwood El Sch,8479
112672803,Clearview El Sch,4565
112672803,Hanover MS,4570
112672803,Hanover SHS,4571
112672803,Hanover Street El Sch,4566
112672803,Washington El Sch,4568
126512850,Harambee Institute of Science and Techno,7511
105254353,Clark El Sch,2047
105254353,Harbor Creek Junior HS,2048
105254353,Harbor Creek Senior HS,7948
105254353,Klein El Sch,2046
105254353,Rolling Ridge El Sch,5227
110173504,Harmony Area El Sch,7195
110173504,Harmony Area JSHS,8316
115222752,Benjamin Franklin Sch,8268
115222752,Camp Curtin Academy,8264
115222752,Cougar Academy,8376
115222752,Downey Sch,8265
115222752,Foose Sch,1766
115222752,Harrisburg HS,6333
115222752,Harrisburg HS - SciTech Cmp,7902
115222752,Marshall Academy,8266
115222752,Marshall Math Science Academy,7901
115222752,Melrose Sch,8267
115222752,Rowland Academy,7623
115222752,Scott Sch,7667
123463603,Blair Mill El Sch,5079
123463603,Crooked Billet El Sch,8483
123463603,Hallowell El Sch,3271
123463603,Hatboro-Horsham SHS,3272
123463603,Keith Valley MS,6639
123463603,Simmons El Sch,3270
125234502,Chatham Park El Sch,1871
125234502,Chestnutwold El Sch,1876
125234502,Coopertown El Sch,1877
125234502,Haverford MS,1878
125234502,Haverford SHS,1879
125234502,Lynnewood El Sch,1874
125234502,Manoa El Sch,1875
118403207,Hazleton Area Career Center,5151
118403302,Arthur Street El Sch,7937
118403302,Drums El/MS,7661
118403302,Freeland El/MS,6718
118403302,Hazle Township Early Learning Center,8333
118403302,Hazleton Area HS,7348
118403302,Hazleton El/MS,7936
118403302,Heights Terrace El/MS,6930
118403302,Maple Manor El/MS,8334
118403302,McAdoo-Kelayres El/MS,8245
118403302,Valley El/MS,7340
118403302,West Hazleton El/MS,7569
107653802,Fort Allen El Sch,4389
107653802,Harrold MS,7268
107653802,Hempfield Area SHS,4404
107653802,Maxwell El Sch,4394
107653802,Stanwood El Sch,5359
107653802,Wendover MS,7269
107653802,West Hempfield El Sch,4399
107653802,West Hempfield MS,7270
107653802,West Point El Sch,4400
113363103,Centerville El Sch,5236
113363103,Centerville MS,5055
113363103,East Petersburg El Sch,2574
113363103,Farmdale El Sch,2577
113363103,Hempfield SHS,2578
113363103,Landisville Intrmd Ctr,6294
113363103,Landisville MS,7421
113363103,Landisville Pri Ctr,7442
113363103,Mountville El Sch,2576
113363103,Rohrerstown El Sch,2575
104433303,Artman El Sch,3146
104433303,Delahunty MS,8069
104433303,Hickory HS,3150
104433303,Karen A. Ionta El Sch,3147
103024753,Highlands Early Childhood Center,182
103024753,Highlands El Sch,191
103024753,Highlands MS,7202
103024753,Highlands SHS,5153
108073503,Charles W Longer El Sch,7097
108073503,Foot of Ten El Sch,7381
108073503,Frankstown El Sch,6195
108073503,Hollidaysburg Area JHS,927
108073503,Hollidaysburg Area SHS,5207
128323303,Homer-Center El Sch,6797
128323303,Homer-Center JSHS,2331
108057079,HOPE for Hyndman CS,8154
127044103,Hopewell El Sch,672
127044103,Hopewell JHS,674
127044103,Hopewell SHS,675
127044103,Independence El Sch,671
127044103,Margaret Ross El Sch,7280
119355028,Howard Gardner Multiple Intelligence CS,8209
111312503,Huntingdon Area MS,5333
111312503,Huntingdon Area SHS,2305
111312503,Southside El Sch,7525
111312503,Standing Stone El Sch,7620
111312607,Huntingdon County CTC,6606
126512980,Imhotep Institute CHS,7542
126513510,Independence CS,7683
126512039,Independence CS West,8361
128323703,Ben Franklin El Sch,2314
128323703,East Pike El Sch,4964
128323703,Eisenhower El Sch,2321
128323703,Horace Mann El Sch,2322
128323703,Indiana Area JHS,2324
128323703,Indiana Area SHS,2325
128324207,Indiana County Technology Center,7032
115220001,Infinity CS,7765
121395526,Innovative Arts Academy CS,8371
126513070,Inquiry CS,7557
124152637,Insight PA Cyber CS,8394
125235103,Glenolden Sch,1881
125235103,Interboro SHS,1885
125235103,Kindergarten Academy,7643
125235103,Norwood Sch,1883
125235103,Prospect Park Sch,6508
125235103,Tinicum Sch,4847
101000000,Intermediate Unit 1,0
105256553,Iroquois El Sch,2052
105256553,Iroquois JSHS,4817
104433604,Jamestown Area El Sch,6127
104433604,Jamestown Area JSHS,6126
107654103,Jeannette HS,8421
107654103,Jeannette McKee El Sch,8024
106333407,Jefferson County-DuBois AVTS,5180
101303503,Jefferson-Morgan El Sch,7029
101303503,Jefferson-Morgan MS/HS,2280
123463803,Jenkintown El Sch,3276
123463803,Jenkintown Middle/High School,8049
117414003,Avis El Sch,3031
117414003,Jersey Shore Area El Sch,5243
117414003,Jersey Shore Area SHS,3034
117414003,Jersey Shore MS,3033
117414003,Salladasburg El Sch,5060
121135003,Jim Thorpe Area HS,1307
121135003,L B Morris El Sch,6965
121135003,Penn-Kidder Campus,7785
109243503,Johnsonburg Area El Sch,5326
109243503,Johnsonburg Area HS,6218
111343603,East Juniata El Sch,8452
111343603,East Juniata JSHS,2394
111343603,Juniata El Sch,8451
111343603,Juniata SHS,6255
111343603,Tuscarora MS,7220
111312804,Juniata Valley El Sch,5230
111312804,Juniata Valley JSHS,2308
109422303,Kane Area El Sch,5244
109422303,Kane Area HS,5245
109422303,Kane Area MS,3100
104103603,Chicora El Sch,1153
104103603,Karns City HS,1154
104103603,Sugarcreek El Sch,7396
124154003,Bancroft El Sch,8172
124154003,Greenwood El Sch,1401
124154003,Kennett HS,6482
124154003,Kennett MS,6834
124154003,Mary D Lang Kdg Ctr,8171
124154003,New Garden El Sch,1400
182514568,Keystone Academy CS,7979
110183707,Keystone Central CTC,7067
110183602,Bucktail Area MS,7795
110183602,Bucktail HS,6241
110183602,Central Mountain HS,7589
110183602,Central Mountain MS,7590
110183602,Liberty-Curtin El Sch,4917
110183602,Mill Hall El Sch,1570
110183602,Renovo El Sch,6242
110183602,Robb El Sch,6245
110183602,Woodward El Sch,1588
104432830,Keystone Education Center CS,7506
103025002,Dormont El Sch,7461
103025002,Fred L Aiken El Sch,203
103025002,Keystone Oaks HS,5112
103025002,Keystone Oaks MS,7462
103025002,Myrtle Ave Sch,204
106166503,Keystone El Sch,6694
106166503,Keystone JSHS,1486
126514864,KIPP DuBois CS,8358
126514059,KIPP North Philadelphia CS,8431
126510013,KIPP Philadelphia CS,7776
126515362,KIPP Philadelphia Octavius Catto CS,8499
126515492,KIPP West Philadelphia CS,8477
107654403,Kiski Area East Primary Sch,7191
107654403,Kiski Area HS,4431
107654403,Kiski Area IHS,7189
107654403,Kiski Area North Primary Sch,7190
107654403,Kiski Area South Primary Sch,4516
107654403,Kiski Area Upper El Sch,8277
104107803,Knoch HS,1177
104107803,Knoch Intermediate El Sch,7718
104107803,Knoch MS,7460
104107803,Knoch Primary Sch,7717
114064003,Greenwich-Lenhartsville El Sch,810
114064003,Kutztown Area MS,6315
114064003,Kutztown Area SHS,816
114064003,Kutztown El Sch,6316
113362940,La Academia Partnership CS,7538
126513110,Laboratory CS,7565
119665003,Lackawanna Trail El Ctr,4524
119665003,Lackawanna Trail JSHS,4528
119354603,Lakeland El Sch - Mayfield Campus,7146
119354603,Lakeland El Sch - Scott Campus,6403
119354603,Lakeland JSHS,6404
118403903,Lake-Lehman JSHS,2924
118403903,Lake-Noxen El Sch,7060
118403903,Lehman-Jackson El Sch,2922
118403903,Ross El Sch,2920
104433903,Lakeview Middle-HS,8481
104433903,Oakview El Sch,3154
113363603,Hans Herr El Sch,2606
113363603,Lampeter El Sch,7939
113363603,Lampeter-Strasburg SHS,2607
113363603,Martin Meylin MS,6297
113363807,Lancaster County CTC-Brownstown Campus,5285
113363807,Lancaster County CTC-Mt Joy Campus,5283
113363807,Lancaster County CTC-Willow St Campus,5284
113364002,Burrowes El Sch,2598
113364002,Carter and MacRae El Sch,7182
113364002,Fulton El Sch,2581
113364002,Hamilton El Sch,2592
113364002,Jackson MS,2593
113364002,King El Sch,5056
113364002,Lafayette El Sch,2584
113364002,Lincoln MS,2595
113364002,Martin School,2599
113364002,McCaskey Campus,2596
113364002,Phoenix Academy,7922
113364002,Price El Sch,6762
113364002,Reynolds MS,2594
113364002,Ross El Sch,2587
113364002,Smith-Wade-El El Sch,2597
113364002,Washington El Sch,2589
113364002,Wharton El Sch,2590
113364002,Wheatland MS,2600
113364002,Wickersham El Sch,2591
113000000,Lancaster-Lebanon IU 13,0
101264003,Clark El Sch,2146
101264003,Hatfield El Sch,2163
101264003,Hutchinson El Sch,4700
101264003,Laurel Highlands MS,5146
101264003,Laurel Highlands SHS,6600
101264003,Marshall El Sch,4820
104374003,Laurel El Sch,7001
104374003,Laurel HS,2680
104374003,Laurel MS,8432
104374207,Lawrence County CTC,4940
113384307,Lebanon County CTC,5156
113384603,Harding El Sch,6616
113384603,Houck El Sch,5337
113384603,Lebanon MS,2754
113384603,Lebanon SHS,5155
113384603,Northwest El Sch,6894
113384603,Southeast El Sch,2746
113384603,Southwest El Sch,2743
128034503,David Leech El Sch,6579
128034503,Leechburg Area HS,7923
128034503,Leechburg Area MS,8393
121393007,Lehigh Career & Technical Institute,5338
120480002,Lehigh Valley Academy Regional CS,7681
120483170,Lehigh Valley Charter High School for th,7634
139481451,Lehigh Valley Dual Language CS,8130
121135503,Lehighton Area Elementary Center,8439
121135503,Lehighton Area HS,1315
121135503,Lehighton Area MS,1314
128034607,Lenape Tech,4807
116604003,Donald H Eichhorn MS,4665
116604003,Kelly El Sch,4084
116604003,Lewisburg HS,4085
116604003,Linntown El Sch,4081
103029865,Life Male STEAM Academy CS,8486
107654903,Laurel Valley El Sch,6940
107654903,Ligonier Valley HS,4442
107654903,Ligonier Valley MS,4440
107654903,Mellon El Sch,5361
112673500,Lincoln CS,7675
112000000,Lincoln IU 12,0
175390169,Lincoln Leadership Academy CS,8125
127040002,Lincoln Park Performing Arts CS,7859
126519476,Lindley Academy CS at Birney,8206
116493503,Line Mountain El Sch,6786
116493503,Line Mountain HS,3532
116493503,Line Mountain MS,8286
112015203,Alloway Creek El Sch,8406
112015203,Littlestown SHS,14
112015203,Maple Avenue MS,13
115224003,Conewago El Sch,1747
115224003,East Hanover El Sch,1752
115224003,Londonderry El Sch,1775
115224003,Lower Dauphin HS,1776
115224003,Lower Dauphin MS,7414
115224003,Nye El Sch,1774
115224003,Price,7844
115224003,South Hanover El Sch,1797
123464502,Bala-Cynwyd MS,3293
123464502,Belmont Hills El Sch,7597
123464502,Black Rock MS,8500
123464502,Cynwyd Sch,3286
123464502,Gladwyne Sch,3291
123464502,Harriton SHS,3296
123464502,Lower Merion HS,3295
123464502,Merion El Sch,3287
123464502,Penn Valley Sch,3288
123464502,Penn Wynne Sch,3289
123464502,Welsh Valley MS,3294
123464603,Lower Moreland HS,4960
123464603,Murray Avenue Sch,7212
123464603,Pine Road El Sch,3297
117414203,Donald E. Schick Sch,3036
117414203,Loyalsock Twp MS,3037
117414203,Loyalsock Twp SHS,4828
115509998,Loysville Youth Dev Ctr,7149
118000000,Luzerne IU 18,0
117414807,Lycoming CTC,7291
129544503,Mahanoy Area El Sch,7223
129544503,Mahanoy Area JSHS,8403
102023030,Manchester Academic CS,7549
113364403,Baron EL Sch,8461
113364403,Doe Run El Sch,8422
113364403,Manheim Central MS,7953
113364403,Manheim Central SHS,2618
113364503,Brecht Sch,2619
113364503,Bucher Sch,6733
113364503,Landis Run Intermediate School,8246
113364503,Manheim Twp HS,2623
113364503,Manheim Twp MS,5114
113364503,Neff Sch,2621
113364503,Nitrauer Sch,4708
113364503,Reidenbaugh El Sch,7383
113364503,Schaeffer Sch,2620
126513480,Mariana Bracetti Academy CS,7672
128325203,Marion Center Area JR/SR HS,2339
128325203,Rayne El Sch,8066
128325203,W.A. McCreery El Sch,8138
126510014,Maritime Academy CS,7777
125235502,Culbertson El Sch,1898
125235502,Loomis El Sch,1899
125235502,Marple Newtown SHS,1902
125235502,Paxon Hollow MS,1901
125235502,Russell El Sch,1894
125235502,Worrall El Sch,1896
104105003,Mars Area Centennial Sch,7929
104105003,Mars Area El Sch,1155
104105003,Mars Area MS,5363
104105003,Mars Area Primary Ctr,1158
104105003,Mars Area SHS,1159
126513150,MAST Community CS,7574
126513117,MaST Community CS II,8360
126511624,MaST Community CS III,8453
126510002,Mastery CHS-Lenfest Campus,7678
126518118,Mastery CS John Wister Elementary,8365
126519644,Mastery CS-Cleveland Elementary,8259
126511748,Mastery CS-Clymer Elementary,8208
126518795,Mastery CS-Francis D. Pastorius Elementa,8288
126513734,Mastery CS-Gratz Campus,8207
126513290,Mastery CS-Hardy Williams,7588
126516457,Mastery CS-Harrity Campus,8153
126519433,Mastery CS - Mann Campus,8152
151514721,Mastery CS-Pickett Campus,7961
126510022,Mastery CS -Shoemaker Campus,7909
126517286,Mastery CS-Smedley Campus,8151
126510023,Mastery CS - Thomas Campus,7910
126517643,Mastery Prep Elementary CS,8427
126513230,Math Civics and Sciences CS,7582
101633903,Claysville El Sch,4248
101633903,Joe Walker El Sch,4244
101633903,McGuffey HS,4249
101633903,McGuffey MS,6976
103026002,Founders Hall Middle Sch,7673
103026002,Francis McClure El Sch,8400
103026002,McKeesport Area SHS,6105
103026002,Twin Rivers El Sch,8399
103026037,McKeesport Area Tech Ctr,6672
115216503,Broad Street El Sch,1709
115216503,Elmwood Academy,7837
115216503,Kindergarten Academy,8008
115216503,Mechanicsburg Area SHS,5098
115216503,Mechanicsburg MS,1715
115216503,Northside El Sch,5021
115216503,Shepherdstown El Sch,1711
115216503,Upper Allen El Sch,4851
126519392,Memphis Street Academy CS @ JP Jones,8257
104435003,Mercer Area El Sch,3157
104435003,Mercer Area MS,7792
104435003,Mercer Area SHS,3158
104435107,Mercer County Career Center,6744
123465303,Arcola Intrmd Sch,6716
123465303,Arrowhead El Sch,6845
123465303,Eagleville El Sch,3303
123465303,Methacton HS,3305
123465303,Skyview Upper El Sch,8139
123465303,Woodland El Sch,5252
123465303,Worcester El Sch,7573
108565203,Meyersdale Area El Sch,6208
108565203,Meyersdale Area HS,3994
108565203,Meyersdale Area MS,7613
119355503,Mid Valley El Ctr,2423
119355503,Mid Valley Secondary Center,8304
122097007,Middle Bucks Institute of Technology,5175
115226003,Fink El Sch,8005
115226003,Kunkel El Sch,1788
115226003,Middletown Area HS,1790
115226003,Middletown Area MS,1785
115226003,Robert Reid El Sch,7756
116555003,Middleburg El Sch,3961
116555003,Midd-West HS,3962
116555003,Midd-West MS,7799
116555003,West Snyder El Sch,8232
127045303,Midland El/MS,6566
127041735,Midland Innovation & Technology CS,8496
104000000,Midwestern IU 4,0
111444307,Mifflin County Academy of Science and Te,8307
111444602,East Derry El Sch,6261
111444602,Indian Valley El Sch,8182
111444602,Indian Valley Intrmd Sch,8183
111444602,Lewistown El Sch,7789
111444602,Lewistown Intrmd Sch,8184
111444602,Mifflin Co HS,8187
111444602,Mifflin Co JHS,8186
111444602,Mifflin Co MS,8185
111444602,Strodes Mills El Sch,3196
116605003,Mifflinburg Area Intrmd Sch,7863
116605003,Mifflinburg Area MS,6809
116605003,Mifflinburg Area SHS,4091
116605003,Mifflinburg El Sch,6360
105257602,Asbury El Sch,2053
105257602,Belle Valley El Sch,2054
105257602,Chestnut Hill El Sch,4724
105257602,Grandview El Sch,5329
105257602,James S Wilson MS,4954
105257602,McDowell HS,8071
105257602,Tracy El Sch,2059
105257602,Walnut Creek MS,7384
105257602,Westlake MS,2062
115226103,Lenkerville El Sch,1793
115226103,Millersburg Area MS,6682
115226103,Millersburg Area SHS,1794
116195004,Millville Area El Sch,7064
116195004,Millville Area JSHS,1623
116495003,James F Baugher El Sch,5353
116495003,Milton Area MS,6863
116495003,Milton HS,3541
116495003,White Deer El Sch,3537
129544703,Early Childhood Edu Ctr,4836
129544703,Minersville Area El Ctr,6699
129544703,Minersville Area JSHS,6583
104375003,Mohawk El Sch,7108
104375003,Mohawk JHS,8404
104375003,Mohawk SHS,2686
101634207,Mon Valley CTC,6635
107655803,Monessen El Ctr,4444
107655803,Monessen MS,7399
107655803,Monessen SHS,6181
104105353,Dassa McKinney El Sch,6605
104105353,Moniteau JSHS,1164
120454507,Monroe Career & Tech Inst,6674
105250004,Montessori Regional CS,7800
117415004,Montgomery El Sch,3039
117415004,Montgomery JSHS,3040
123000000,Montgomery County IU 23,0
103026303,David E Williams MS,8177
103026303,Montour El Sch,8418
103026303,Montour HS,5017
117415103,C E McCall MS,5343
117415103,Loyalsock Valley El Sch,3044
117415103,Lyter El Sch,3042
117415103,Montoursville Area SHS,3045
119584503,Choconut Valley El Sch,5354
119584503,Lathrop Street El Sch,6421
119584503,Montrose Area JSHS,4044
103026343,Bon Meade El Sch,240
103026343,J H Brooks El Sch,7441
103026343,J.A. Allard El Sch,8347
103026343,McCormick El Sch,7952
103026343,Moon Area Lower MS,8253
103026343,Moon Area Upper MS,8254
103026343,Moon SHS,4951
103026343,Richard J. Hyde El Sch,8370
122097203,Grandview El Sch,8112
122097203,Morrisville HS,8381
122097203,Morrisville Intermediate Sch,8380
110175003,Moshannon Valley El Sch,6929
110175003,Moshannon Valley JSHS,1550
116495103,Mount Carmel Area El Sch,7498
116495103,Mount Carmel Area HS,6936
116495103,Mount Carmel Area JH,8135
107655903,Donegal El Sch,4454
107655903,Mount Pleasant Area HS,4458
107655903,Mount Pleasant Area JHS,7791
107655903,Norvelt El Sch,4455
107655903,Ramsay El Sch,4457
111316003,Mount Union Area JHS,2297
111316003,Mount Union Area SHS,7944
111316003,Mount Union-Kistler El Sch,7733
111316003,Shirley Twp El Sch,2291
119584603,Mountain View El Sch,7339
119584603,Mountain View JSHS,4049
103026402,Foster El Sch,249
103026402,Hoover El Sch,251
103026402,Howe El Sch,248
103026402,Jefferson El Sch,250
103026402,Jefferson MS,7535
103026402,Lincoln El Sch,246
103026402,Markham El Sch,247
103026402,Mellon MS,7534
103026402,Mt Lebanon SHS,254
103026402,Washington El Sch,245
114065503,C E Cole Intermediate Sch,8006
114065503,Muhlenberg El Ctr,4919
114065503,Muhlenberg HS,6610
114065503,Muhlenberg Jr MS,827
126513000,Multicultural Academy CS,7546
117415303,Muncy JSHS,3048
117415303,Ward L Myers El Sch,3047
120484803,Kenneth N Butz Jr El Sch,8054
120484803,Lower Nazareth El Sch,8055
120484803,Nazareth Area HS,3495
120484803,Nazareth Area Intermediate Sch,8053
120484803,Nazareth Area MS,3494
120484803,Shafer El Sch,8056
122097502,Buck El Sch,5154
122097502,Hoover El Sch,7128
122097502,Joseph E Ferderbar El Sch,1069
122097502,Maple Point MS,7380
122097502,Miller El Sch,1071
122097502,Neshaminy HS,6455
122097502,Poquessing MS,1077
122097502,Sandburg MS,1076
122097502,Schweitzer El Sch,1072
122097502,Tawanka El Sch,8374
104375203,Neshannock JSHS,2689
104375203,Neshannock Memorial El Sch,2688
127045653,New Brighton Area El Sch,6720
127045653,New Brighton Area HS,695
127045653,New Brighton Area MS,694
104375302,Harry W Lockley Early Learning Center,8319
104375302,New Castle JHS,8284
104375302,New Castle SHS,2704
104375302,Washington Intrmd Sch,7164
111440001,New Day CS,7762
126513420,New Foundations CS,7649
122097604,New Hope-Solebury HS,1084
122097604,New Hope-Solebury Lower El Sch,1082
122097604,New Hope-Solebury MS,7561
122097604,New Hope-Solebury Upper El Sch,7830
107656303,Berkey Sch,8321
107656303,Martin Sch,4466
107656303,Roy A. Hunt El Sch,8322
107656303,Valley JSHS,8323
115504003,Newport El Sch,5260
115504003,Newport HS,7930
115504003,Newport MS,7931
110143120,Nittany Valley CS,7566
123465602,Cole Manor El Sch,3263
123465602,East Norriton MS,3265
123465602,Eisenhower MS,3321
123465602,Gotwals El Sch,5080
123465602,Hancock El Sch,3318
123465602,Marshall Street El Sch,3408
123465602,Norristown Area HS,6729
123465602,Paul V Fly El Sch,5253
123465602,Ray S. Musselman Learning Center,8313
123465602,Roosevelt Campus of the Norristown Area,6998
123465602,Stewart MS,3320
123465602,Whitehall El Sch,7364
103026852,Bradford Woods El Sch,263
103026852,Carson MS,5108
103026852,Franklin El Sch,265
103026852,Hosack El Sch,6603
103026852,Ingomar El Sch,266
103026852,Ingomar MS,270
103026852,Marshall El Sch,7346
103026852,Marshall MS,7379
103026852,McKnight El Sch,268
103026852,North Allegheny HS,8305
103026852,Peebles El Sch,269
116479998,North Central Secure Trmnt Unt,7151
106167504,North Clarion Co El Sch,5139
106167504,North Clarion Co JSHS,1489
105258303,Earle C Davis Primary,4946
105258303,North East HS,6145
105258303,North East Intrmd El,6144
105258303,North East MS,7360
103026902,Highcliff El Sch,8142
103026902,McIntyre El Sch,8052
103026902,North Hills MS,6106
103026902,North Hills SHS,7101
103026902,Ross El Sch,291
103026902,West View El Sch,290
123465507,North Montco Tech Career Center,4958
